Test Function,Algorithm,Trial,Best Score,Time (s)
Ackley,ACO,23,0.48806873755159375,1.2150957584381104
Ackley,ACO,24,0.4938583417818596,1.2195544242858887
Ackley,ACO,25,0.16779632534445854,-6.374857187271118
Ackley,ACO,26,0.45219357792773396,1.2091519832611084
Ackley,ACO,27,0.36561871564577375,1.216261625289917
Ackley,ACO,28,0.4477204588975501,1.1925139427185059
Ackley,ACO,29,0.7568045289265446,1.1183397769927979
Ackley,ACO,30,0.45976575852269663,1.2101740837097168
Ackley,ABC,1,1.2908977772516157,0.13828110694885254
Ackley,ABC,2,2.3964958406622867,0.1410064697265625
Ackley,ABC,3,2.065305490408964,0.1412951946258545
Ackley,ABC,4,3.0490082079911436,0.13707494735717773
Ackley,ABC,5,0.8054715505039565,0.13715028762817383
Ackley,ABC,6,0.8761716043103793,0.13533782958984375
Ackley,ABC,7,1.2052018383511514,0.1493089199066162
Ackley,ABC,8,0.43810676007684224,0.1434175968170166
Ackley,ABC,9,2.3894942982008556,0.13858461380004883
Ackley,ABC,10,1.4562959207774218,0.13582658767700195
Ackley,ABC,11,0.7859115608483589,0.13915657997131348
Ackley,ABC,12,2.9831991124517647,0.1356499195098877
Ackley,ABC,13,2.3909487771946485,0.15333962440490723
Ackley,ABC,14,2.4714452905567588,0.13995671272277832
Ackley,ABC,15,0.6556420380605492,0.1370375156402588
Ackley,ABC,16,2.9111281182127375,0.1380314826965332
Ackley,ABC,17,2.95697165396647,0.132185697555542
Ackley,ABC,18,2.341429111692371,0.1393446922302246
Ackley,ABC,19,2.3763514633488154,0.13100838661193848
Ackley,ABC,20,2.5793466855430762,0.1342933177947998
Ackley,ABC,21,1.3193542160076395,0.13636541366577148
Ackley,ABC,22,1.09356241091761,0.1461198329925537
Ackley,ABC,23,3.0059336164989827,0.13995838165283203
Ackley,ABC,24,0.7462639375999456,0.1347367763519287
Ackley,ABC,25,1.2991582662243641,0.13462257385253906
Ackley,ABC,26,2.0783695077772397,7.432162523269653
Ackley,ABC,27,2.46170792336255,0.13970422744750977
Ackley,ABC,28,0.5964116668469939,-7.242088794708252
Ackley,ABC,29,1.4785231266026284,0.13733220100402832
Ackley,ABC,30,2.224013259051589,0.13655900955200195
Ackley,FA,1,20.012565348103386,0.3538830280303955
Ackley,FA,2,20.013350523452537,0.3676736354827881
Ackley,FA,3,19.96526282353043,0.3710646629333496
Ackley,FA,4,19.82613131581938,0.3473243713378906
Ackley,FA,5,20.065388732510154,0.3522336483001709
Ackley,FA,6,19.522209417865835,0.3481929302215576
Ackley,FA,7,19.88466726640023,0.35095787048339844
Ackley,FA,8,19.814397419345728,0.36919546127319336
Ackley,FA,9,19.80623326796425,0.3783376216888428
Ackley,FA,10,18.999314378038754,0.35632777214050293
Ackley,FA,11,19.68830933909549,0.3689591884613037
Ackley,FA,12,18.468556182412122,0.3964259624481201
Ackley,FA,13,19.83775270343727,0.3250913619995117
Ackley,FA,14,19.814646675883292,0.41515374183654785
Ackley,FA,15,19.451090802609073,0.39249706268310547
Ackley,FA,16,20.109513570361006,0.3619065284729004
Ackley,FA,17,19.690350453072753,0.3461325168609619
Ackley,FA,18,19.292171138732538,0.359407901763916
Ackley,FA,19,19.910030467894288,0.36759424209594727
Ackley,FA,20,19.242922867436196,0.3690037727355957
Ackley,FA,21,19.97998105328917,0.42824363708496094
