Test Function,Algorithm,Trial,Best Score,Time (s)
Rosenbrock,Hill Climbing,1,4.127574941693748,-7.134037494659424
Rosenbrock,Hill Climbing,2,89.89114675302812,0.3125162124633789
Rosenbrock,Hill Climbing,3,6.227600648684053,0.3314933776855469
Rosenbrock,Hill Climbing,4,37.65894806960182,0.3565189838409424
Rosenbrock,Hill Climbing,5,5.8106080024535665,0.33966875076293945
Rosenbrock,Hill Climbing,6,3.4309291787518745,0.22914409637451172
Rosenbrock,Hill Climbing,7,4.332634660501318,0.17662382125854492
Rosenbrock,Hill Climbing,8,9.058616930521296,0.13694214820861816
Rosenbrock,Hill Climbing,9,4.2413835085764315,0.1165013313293457
Rosenbrock,Hill Climbing,10,139.33007408224793,0.11943268775939941
Rosenbrock,Hill Climbing,11,0.0608307487564315,0.12236404418945312
Rosenbrock,Hill Climbing,12,3.4096494525583894,0.11844468116760254
Rosenbrock,Hill Climbing,13,5.4466347234858485,0.11621499061584473
Rosenbrock,Hill Climbing,14,0.2796527880755415,0.12377357482910156
Rosenbrock,Hill Climbing,15,7.7910131396338675,0.11987090110778809
Rosenbrock,Hill Climbing,16,1.2209358157069086,0.11809396743774414
Rosenbrock,Hill Climbing,17,4.870553459526384,0.11915373802185059
Rosenbrock,Hill Climbing,18,4.934455719586122,0.11934971809387207
Rosenbrock,Hill Climbing,19,3.9117079708802525,0.2422161102294922
Rosenbrock,Hill Climbing,20,5.056461119176257,0.2479715347290039
Rosenbrock,Hill Climbing,21,6.938040402660688,0.20235157012939453
Rosenbrock,Hill Climbing,22,71.52978708527247,0.243912935256958
Rosenbrock,Hill Climbing,23,2.761486189215807,0.292468786239624
Rosenbrock,Hill Climbing,24,3.955087702067812,0.25435400009155273
Rosenbrock,Hill Climbing,25,139.00139277836126,0.14360570907592773
Rosenbrock,Hill Climbing,26,3.7471032055333247,7.426457643508911
Rosenbrock,Hill Climbing,27,0.4505347431915653,0.11827468872070312
Rosenbrock,Hill Climbing,28,0.4321292882056634,-7.244909048080444
Rosenbrock,Hill Climbing,29,9.389804901811262,0.11830830574035645
Rosenbrock,Hill Climbing,30,0.04311759240803487,0.12057924270629883
Rosenbrock,Simulated Annealing,1,411.0879967711813,0.002020597457885742
Rosenbrock,Simulated Annealing,2,306.1175340603286,0.0019655227661132812
Rosenbrock,Simulated Annealing,3,307.29772133798565,0.0019295215606689453
Rosenbrock,Simulated Annealing,4,1554.0921175796204,0.0024068355560302734
Rosenbrock,Simulated Annealing,5,2031.3850851098275,0.0018815994262695312
Rosenbrock,Simulated Annealing,6,929.1894351094274,0.0020074844360351562
Rosenbrock,Simulated Annealing,7,886.7718452034577,0.001840829849243164
Rosenbrock,Simulated Annealing,8,2190.577091901302,0.0019390583038330078
Rosenbrock,Simulated Annealing,9,165.54176977956757,0.0017709732055664062
Rosenbrock,Simulated Annealing,10,125.44663327956468,0.0017197132110595703
Rosenbrock,Simulated Annealing,11,935.1085158727726,0.002309083938598633
Rosenbrock,Simulated Annealing,12,1128.5890314500843,0.0017404556274414062
Rosenbrock,Simulated Annealing,13,453.40207657421155,0.0017805099487304688
Rosenbrock,Simulated Annealing,14,487.91280413917366,0.002082347869873047
Rosenbrock,Simulated Annealing,15,431.2865360793609,0.0021636486053466797
Rosenbrock,Simulated Annealing,16,769.0982526179903,0.0018129348754882812
Rosenbrock,Simulated Annealing,17,635.9919850863738,0.0017919540405273438
Rosenbrock,Simulated Annealing,18,469.6543241506309,0.002061605453491211
Rosenbrock,Simulated Annealing,19,1226.641656234171,0.0022711753845214844
Rosenbrock,Simulated Annealing,20,998.3828479621692,0.0017924308776855469
Rosenbrock,Simulated Annealing,21,1893.9547312619252,0.001943826675415039
Rosenbrock,Simulated Annealing,22,1344.1756794958972,0.0017724037170410156
Rosenbrock,Simulated Annealing,23,485.14313879204656,0.0018336772918701172
